IdContatore;Edificio;Data;Valore;Stato
2004;Palazzo Comunale – Piazza Libertà;2025-07-05;0,0;OK
2005;Biblioteca Civica;2025-07-05;47,3;OK
2006;Asilo Nido Girotondo;2025-07-05;39,9;OK
2007;Asilo Nido Girotondo;2025-07-05;0,0;OK
2008;Piscina Comunale;2025-07-05;579,2;OK
2009;Piscina Comunale;2025-07-05;8,1;OK
2010;Centro Sportivo Città di Lodi;2025-07-05;90,2;OK
2001;Scuola Primaria Dante Alighieri;2025-07-06;79,0;OK
2002;Scuola Primaria Dante Alighieri;2025-07-06;7,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-06;146,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-06;9,7;OK
2005;Biblioteca Civica;2025-07-06;54,6;OK
2006;Asilo Nido Girotondo;2025-07-06;38,9;OK
2007;Asilo Nido Girotondo;2025-07-06;0,0;OK
2008;Piscina Comunale;2025-07-06;548,8;OK
2009;Piscina Comunale;2025-07-06;73,5;OK
2010;Centro Sportivo Città di Lodi;2025-07-06;114,2;OK
2001;Scuola Primaria Dante Alighieri;2025-07-07;111,2;OK
2002;Scuola Primaria Dante Alighieri;2025-07-07;8,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-07;232,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-07;0,0;OK
2005;Biblioteca Civica;2025-07-07;89,3;STIMA
2006;Asilo Nido Girotondo;2025-07-07;57,8;OK
2007;Asilo Nido Girotondo;2025-07-07;9,4;OK
2008;Piscina Comunale;2025-07-07;1.151,5;OK
2009;Piscina Comunale;2025-07-07;59,9;STIMA
2010;Centro Sportivo Città di Lodi;2025-07-07;166,5;OK
2001;Scuola Primaria Dante Alighieri;2025-07-08;127,7;OK
2002;Scuola Primaria Dante Alighieri;2025-07-08;6,8;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-08;209,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-08;0,0;OK
2005;Biblioteca Civica;2025-07-08;93,8;OK
2006;Asilo Nido Girotondo;2025-07-08;63,2;OK
2007;Asilo Nido Girotondo;2025-07-08;4,4;OK
2008;Piscina Comunale;2025-07-08;1.184,1;OK
2009;Piscina Comunale;2025-07-08;79,3;OK
2010;Centro Sportivo Città di Lodi;2025-07-08;172,5;OK
2001;Scuola Primaria Dante Alighieri;2025-07-09;127,9;OK
2002;Scuola Primaria Dante Alighieri;2025-07-09;4,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-09;221,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-09;0,0;OK
2005;Biblioteca Civica;2025-07-09;91,3;OK
2006;Asilo Nido Girotondo;2025-07-09;69,0;OK
2007;Asilo Nido Girotondo;2025-07-09;0,0;OK
2008;Piscina Comunale;2025-07-09;1.132,1;OK
2009;Piscina Comunale;2025-07-09;46,0;OK
2010;Centro Sportivo Città di Lodi;2025-07-09;190,0;OK
2001;Scuola Primaria Dante Alighieri;2025-07-10;108,9;OK
2002;Scuola Primaria Dante Alighieri;2025-07-10;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-10;205,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-10;9,9;OK
2005;Biblioteca Civica;2025-07-10;87,7;OK
2006;Asilo Nido Girotondo;2025-07-10;63,2;STIMA
2007;Asilo Nido Girotondo;2025-07-10;8,6;OK
2008;Piscina Comunale;2025-07-10;1.125,8;OK
2009;Piscina Comunale;2025-07-10;11,8;OK
2010;Centro Sportivo Città di Lodi;2025-07-10;178,6;OK
2001;Scuola Primaria Dante Alighieri;2025-07-11;131,2;OK
2002;Scuola Primaria Dante Alighieri;2025-07-11;10,1;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-11;224,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-11;5,3;OK
2005;Biblioteca Civica;2025-07-11;90,0;OK
2006;Asilo Nido Girotondo;2025-07-11;61,5;OK
2007;Asilo Nido Girotondo;2025-07-11;0,6;OK
2008;Piscina Comunale;2025-07-11;1.126,2;OK
2009;Piscina Comunale;2025-07-11;31,8;OK
2010;Centro Sportivo Città di Lodi;2025-07-11;179,4;OK
2001;Scuola Primaria Dante Alighieri;2025-07-12;65,4;OK
2002;Scuola Primaria Dante Alighieri;2025-07-12;13,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-12;143,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-12;0,0;OK
2005;Biblioteca Civica;2025-07-12;50,5;OK
2006;Asilo Nido Girotondo;2025-07-12;31,8;OK
2007;Asilo Nido Girotondo;2025-07-12;0,0;ERR
2008;Piscina Comunale;2025-07-12;658,3;OK
2009;Piscina Comunale;2025-07-12;52,6;OK
2010;Centro Sportivo Città di Lodi;2025-07-12;104,6;OK
2001;Scuola Primaria Dante Alighieri;2025-07-13;81,7;OK
2002;Scuola Primaria Dante Alighieri;2025-07-13;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-13;137,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-13;7,9;OK
2005;Biblioteca Civica;2025-07-13;43,5;OK
2006;Asilo Nido Girotondo;2025-07-13;32,2;OK
2007;Asilo Nido Girotondo;2025-07-13;0,0;OK
2008;Piscina Comunale;2025-07-13;682,2;OK
2009;Piscina Comunale;2025-07-13;76,3;OK
2010;Centro Sportivo Città di Lodi;2025-07-13;113,3;OK
2001;Scuola Primaria Dante Alighieri;2025-07-14;135,5;OK
2002;Scuola Primaria Dante Alighieri;2025-07-14;10,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-14;223,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-14;0,0;OK
2005;Biblioteca Civica;2025-07-14;90,3;OK
2006;Asilo Nido Girotondo;2025-07-14;64,7;OK
2007;Asilo Nido Girotondo;2025-07-14;0,0;OK
2008;Piscina Comunale;2025-07-14;1.112,1;OK
2009;Piscina Comunale;2025-07-14;79,7;OK
2010;Centro Sportivo Città di Lodi;2025-07-14;172,9;OK
2001;Scuola Primaria Dante Alighieri;2025-07-15;121,2;OK
2002;Scuola Primaria Dante Alighieri;2025-07-15;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-15;239,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-15;18,0;OK
2005;Biblioteca Civica;2025-07-15;99,1;OK
2006;Asilo Nido Girotondo;2025-07-15;60,0;OK
2007;Asilo Nido Girotondo;2025-07-15;7,8;OK
2008;Piscina Comunale;2025-07-15;1.068,5;OK
2009;Piscina Comunale;2025-07-15;68,9;OK
2010;Centro Sportivo Città di Lodi;2025-07-15;188,6;OK
2001;Scuola Primaria Dante Alighieri;2025-07-16;128,5;OK
2002;Scuola Primaria Dante Alighieri;2025-07-16;0,0;ERR
2003;Palazzo Comunale – Piazza Libertà;2025-07-16;210,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-16;10,1;OK
2005;Biblioteca Civica;2025-07-16;89,9;OK
2006;Asilo Nido Girotondo;2025-07-16;61,4;OK
2007;Asilo Nido Girotondo;2025-07-16;0,0;OK
2008;Piscina Comunale;2025-07-16;1.139,6;OK
2009;Piscina Comunale;2025-07-16;43,8;OK
2010;Centro Sportivo Città di Lodi;2025-07-16;208,0;OK
2001;Scuola Primaria Dante Alighieri;2025-07-17;129,1;OK
2002;Scuola Primaria Dante Alighieri;2025-07-17;6,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-17;220,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-17;7,6;OK
2005;Biblioteca Civica;2025-07-17;78,9;OK
2006;Asilo Nido Girotondo;2025-07-17;58,9;OK
2007;Asilo Nido Girotondo;2025-07-17;3,6;OK
2008;Piscina Comunale;2025-07-17;1.057,1;OK
2009;Piscina Comunale;2025-07-17;8,3;OK
2010;Centro Sportivo Città di Lodi;2025-07-17;190,2;OK
2001;Scuola Primaria Dante Alighieri;2025-07-18;112,1;OK
2002;Scuola Primaria Dante Alighieri;2025-07-18;8,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-18;246,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-18;9,8;ERR
2005;Biblioteca Civica;2025-07-18;90,6;OK
2006;Asilo Nido Girotondo;2025-07-18;61,9;STIMA
2007;Asilo Nido Girotondo;2025-07-18;7,2;OK
2008;Piscina Comunale;2025-07-18;1.140,7;ERR
2009;Piscina Comunale;2025-07-18;53,1;OK
2010;Centro Sportivo Città di Lodi;2025-07-18;165,3;OK
2001;Scuola Primaria Dante Alighieri;2025-07-19;58,0;STIMA
2002;Scuola Primaria Dante Alighieri;2025-07-19;4,3;ERR
2003;Palazzo Comunale – Piazza Libertà;2025-07-19;143,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-19;6,7;OK
2005;Biblioteca Civica;2025-07-19;39,9;OK
2006;Asilo Nido Girotondo;2025-07-19;41,6;OK
2007;Asilo Nido Girotondo;2025-07-19;1,4;OK
2008;Piscina Comunale;2025-07-19;548,8;OK
2009;Piscina Comunale;2025-07-19;30,6;OK
2010;Centro Sportivo Città di Lodi;2025-07-19;118,7;OK
2001;Scuola Primaria Dante Alighieri;2025-07-20;52,5;OK
2002;Scuola Primaria Dante Alighieri;2025-07-20;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-20;134,7;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-20;1,1;OK
2005;Biblioteca Civica;2025-07-20;56,5;OK
2006;Asilo Nido Girotondo;2025-07-20;27,0;OK
2007;Asilo Nido Girotondo;2025-07-20;5,9;OK
2008;Piscina Comunale;2025-07-20;619,7;OK
2009;Piscina Comunale;2025-07-20;32,1;ERR
2010;Centro Sportivo Città di Lodi;2025-07-20;121,9;OK
2001;Scuola Primaria Dante Alighieri;2025-07-21;132,2;OK
2002;Scuola Primaria Dante Alighieri;2025-07-21;2,1;ERR
2003;Palazzo Comunale – Piazza Libertà;2025-07-21;226,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-21;15,2;OK
2005;Biblioteca Civica;2025-07-21;83,4;OK
2006;Asilo Nido Girotondo;2025-07-21;62,6;OK
2007;Asilo Nido Girotondo;2025-07-21;0,0;OK
2008;Piscina Comunale;2025-07-21;1.079,0;OK
2009;Piscina Comunale;2025-07-21;0,0;OK
2010;Centro Sportivo Città di Lodi;2025-07-21;178,7;OK
2001;Scuola Primaria Dante Alighieri;2025-07-22;134,7;OK
2002;Scuola Primaria Dante Alighieri;2025-07-22;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-22;239,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-22;0,0;OK
2005;Biblioteca Civica;2025-07-22;83,0;OK
2006;Asilo Nido Girotondo;2025-07-22;57,1;OK
2007;Asilo Nido Girotondo;2025-07-22;0,0;OK
2008;Piscina Comunale;2025-07-22;1.194,0;OK
2009;Piscina Comunale;2025-07-22;5,7;OK
2010;Centro Sportivo Città di Lodi;2025-07-22;190,9;STIMA
2001;Scuola Primaria Dante Alighieri;2025-07-23;126,6;OK
2002;Scuola Primaria Dante Alighieri;2025-07-23;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-23;237,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-23;0,0;OK
2005;Biblioteca Civica;2025-07-23;78,9;ERR
2006;Asilo Nido Girotondo;2025-07-23;64,1;STIMA
2007;Asilo Nido Girotondo;2025-07-23;8,1;OK
2008;Piscina Comunale;2025-07-23;1.112,3;OK
2009;Piscina Comunale;2025-07-23;47,3;ERR
2010;Centro Sportivo Città di Lodi;2025-07-23;169,3;OK
2001;Scuola Primaria Dante Alighieri;2025-07-24;111,1;OK
2002;Scuola Primaria Dante Alighieri;2025-07-24;6,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-24;239,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-24;0,0;OK
2005;Biblioteca Civica;2025-07-24;96,2;OK
2006;Asilo Nido Girotondo;2025-07-24;54,7;OK
2007;Asilo Nido Girotondo;2025-07-24;0,0;STIMA
2008;Piscina Comunale;2025-07-24;1.181,9;OK
2009;Piscina Comunale;2025-07-24;8,7;OK
2010;Centro Sportivo Città di Lodi;2025-07-24;188,7;OK
2001;Scuola Primaria Dante Alighieri;2025-07-25;109,1;OK
2002;Scuola Primaria Dante Alighieri;2025-07-25;5,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-25;225,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-25;0,0;OK
2005;Biblioteca Civica;2025-07-25;95,4;OK
2006;Asilo Nido Girotondo;2025-07-25;58,6;OK
2007;Asilo Nido Girotondo;2025-07-25;4,8;OK
2008;Piscina Comunale;2025-07-25;1.145,9;OK
2009;Piscina Comunale;2025-07-25;52,3;OK
2010;Centro Sportivo Città di Lodi;2025-07-25;188,5;OK
2001;Scuola Primaria Dante Alighieri;2025-07-26;57,2;OK
2002;Scuola Primaria Dante Alighieri;2025-07-26;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-26;136,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-26;0,0;OK
2005;Biblioteca Civica;2025-07-26;45,3;OK
2006;Asilo Nido Girotondo;2025-07-26;32,7;OK
2007;Asilo Nido Girotondo;2025-07-26;0,0;OK
2008;Piscina Comunale;2025-07-26;537,2;OK
2009;Piscina Comunale;2025-07-26;69,0;OK
2010;Centro Sportivo Città di Lodi;2025-07-26;107,9;OK
2001;Scuola Primaria Dante Alighieri;2025-07-27;77,1;OK
2002;Scuola Primaria Dante Alighieri;2025-07-27;12,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-27;105,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-27;0,0;OK
2005;Biblioteca Civica;2025-07-27;45,3;OK
2006;Asilo Nido Girotondo;2025-07-27;33,7;OK
2007;Asilo Nido Girotondo;2025-07-27
2008;Piscina Comunale;2025-07-27;663,2;OK
2009;Piscina Comunale;2025-07-27;31,0;ERR
2010;Centro Sportivo Città di Lodi;2025-07-27;96,4;OK
2001;Scuola Primaria Dante Alighieri;2025-07-28;117,9;OK
2002;Scuola Primaria Dante Alighieri;2025-07-28;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-28;212,7;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-28;0,0;OK
2005;Biblioteca Civica;2025-07-28;88,9;OK
2006;Asilo Nido Girotondo;2025-07-28;68,0;OK
2007;Asilo Nido Girotondo;2025-07-28;3,3;OK
2008;Piscina Comunale;2025-07-28;1.157,9;OK
2009;Piscina Comunale;2025-07-28;61,1;OK
2010;Centro Sportivo Città di Lodi;2025-07-28;186,1;OK
2001;Scuola Primaria Dante Alighieri;2025-07-29;112,8;OK
2002;Scuola Primaria Dante Alighieri;2025-07-29;1,1;ERR
2003;Palazzo Comunale – Piazza Libertà;2025-07-29;203,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-29;0,0;OK
2005;Biblioteca Civica;2025-07-29;99,7;OK
2006;Asilo Nido Girotondo;2025-07-29;68,8;STIMA
2007;Asilo Nido Girotondo;2025-07-29;0,0;OK
2008;Piscina Comunale;2025-07-29;1.168,9;ERR
2009;Piscina Comunale;2025-07-29;67,8;STIMA
2010;Centro Sportivo Città di Lodi;2025-07-29;205,4;OK
2001;Scuola Primaria Dante Alighieri;2025-07-30;124,1;ERR
2002;Scuola Primaria Dante Alighieri;2025-07-30;14,1;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-30;229,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-30;15,2;OK
2005;Biblioteca Civica;2025-07-30;85,0;STIMA
2006;Asilo Nido Girotondo;2025-07-30;68,5;OK
2007;Asilo Nido Girotondo;2025-07-30;0,0;OK
2008;Piscina Comunale;2025-07-30;1.135,8;OK
2009;Piscina Comunale;2025-07-30;69,5;OK
2010;Centro Sportivo Città di Lodi;2025-07-30;178,4;OK
2001;Scuola Primaria Dante Alighieri;2025-07-31;121,8;OK
2002;Scuola Primaria Dante Alighieri;2025-07-31;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-07-31;227,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-07-31;0,0;OK
2005;Biblioteca Civica;2025-07-31;80,6;OK
2006;Asilo Nido Girotondo;2025-07-31;60,5;OK
2007;Asilo Nido Girotondo;2025-07-31;0,0;OK
2008;Piscina Comunale;2025-07-31;1.173,7;OK
2009;Piscina Comunale;2025-07-31;83,9;STIMA
2010;Centro Sportivo Città di Lodi;2025-07-31;190,9;OK
2001;Scuola Primaria Dante Alighieri;2025-08-01;123,8;STIMA
2002;Scuola Primaria Dante Alighieri;2025-08-01;14,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-01;232,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-01;0,0;OK
2005;Biblioteca Civica;2025-08-01;97,1;OK
2006;Asilo Nido Girotondo;2025-08-01;62,3;OK
2007;Asilo Nido Girotondo;2025-08-01;0,9;STIMA
2008;Piscina Comunale;2025-08-01;1.077,6;OK
2009;Piscina Comunale;2025-08-01;70,2;OK
2010;Centro Sportivo Città di Lodi;2025-08-01;171,3;OK
2001;Scuola Primaria Dante Alighieri;2025-08-02;52,9;OK
2002;Scuola Primaria Dante Alighieri;2025-08-02;0,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-02;117,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-02;0,0;OK
2005;Biblioteca Civica;2025-08-02;58,5;OK
2006;Asilo Nido Girotondo;2025-08-02;34,6;OK
2007;Asilo Nido Girotondo;2025-08-02;0,0;OK
2008;Piscina Comunale;2025-08-02;580,1;OK
2009;Piscina Comunale;2025-08-02;31,0;OK
2010;Centro Sportivo Città di Lodi;2025-08-02;88,1;OK
2001;Scuola Primaria Dante Alighieri;2025-08-03;84,4;OK
2002;Scuola Primaria Dante Alighieri;2025-08-03;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-03;117,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-03;20,9;OK
2005;Biblioteca Civica;2025-08-03;48,1;OK
2006;Asilo Nido Girotondo;2025-08-03;35,0;OK
2007;Asilo Nido Girotondo;2025-08-03;0,5;ERR
2008;Piscina Comunale;2025-08-03;695,3;OK
2009;Piscina Comunale;2025-08-03;66,7;OK
2010;Centro Sportivo Città di Lodi;2025-08-03;88,1;OK
2001;Scuola Primaria Dante Alighieri;2025-08-04;112,7;OK
2002;Scuola Primaria Dante Alighieri;2025-08-04;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-04;228,7;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-04;8,7;OK
2005;Biblioteca Civica;2025-08-04;84,1;OK
2006;Asilo Nido Girotondo;2025-08-04;59,6;OK
2007;Asilo Nido Girotondo;2025-08-04;0,0;OK
2008;Piscina Comunale;2025-08-04;1.125,2;OK
2009;Piscina Comunale;2025-08-04;61,2;OK
2010;Centro Sportivo Città di Lodi;2025-08-04;212,5;OK
2001;Scuola Primaria Dante Alighieri;2025-08-05;110,4;OK
2002;Scuola Primaria Dante Alighieri;2025-08-05;13,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-05;233,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-05;0,0;OK
2005;Biblioteca Civica;2025-08-05;80,5;OK
2006;Asilo Nido Girotondo;2025-08-05;63,6;OK
2007;Asilo Nido Girotondo;2025-08-05;0,0;OK
2008;Piscina Comunale;2025-08-05;1.052,3;OK
2009;Piscina Comunale;2025-08-05;46,2;OK
2010;Centro Sportivo Città di Lodi;2025-08-05;197,1;OK
2001;Scuola Primaria Dante Alighieri;2025-08-06;118,4;OK
2002;Scuola Primaria Dante Alighieri;2025-08-06;11,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-06;236,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-06;1,0;OK
2005;Biblioteca Civica;2025-08-06;92,7;OK
2006;Asilo Nido Girotondo;2025-08-06;58,8;OK
2007;Asilo Nido Girotondo;2025-08-06;2,4;OK
2008;Piscina Comunale;2025-08-06;1.199,2;OK
2009;Piscina Comunale;2025-08-06;7,2;ERR
2010;Centro Sportivo Città di Lodi;2025-08-06;181,5;OK
2001;Scuola Primaria Dante Alighieri;2025-08-07;136,2;OK
2002;Scuola Primaria Dante Alighieri;2025-08-07;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-07;224,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-07;0,0;OK
2005;Biblioteca Civica;2025-08-07;77,2;OK
2006;Asilo Nido Girotondo;2025-08-07;70,0;OK
2007;Asilo Nido Girotondo;2025-08-07;5,8;OK
2008;Piscina Comunale;2025-08-07;1.136,8;OK
2009;Piscina Comunale;2025-08-07;80,9;OK
2010;Centro Sportivo Città di Lodi;2025-08-07;174,5;OK
2001;Scuola Primaria Dante Alighieri;2025-08-08;134,0;OK
2002;Scuola Primaria Dante Alighieri;2025-08-08;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-08;251,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-08;15,9;OK
2005;Biblioteca Civica;2025-08-08;98,8;STIMA
2006;Asilo Nido Girotondo;2025-08-08;67,4;OK
2007;Asilo Nido Girotondo;2025-08-08;0,0;OK
2008;Piscina Comunale;2025-08-08;1.155,1;OK
2009;Piscina Comunale;2025-08-08;20,3;OK
2010;Centro Sportivo Città di Lodi;2025-08-08;169,3;OK
2001;Scuola Primaria Dante Alighieri;2025-08-09;64,0;OK
2002;Scuola Primaria Dante Alighieri;2025-08-09;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-09;107,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-09;0,0;OK
2005;Biblioteca Civica;2025-08-09;42,8;OK
2006;Asilo Nido Girotondo;2025-08-09;30,8;OK
2007;Asilo Nido Girotondo;2025-08-09;0,0;OK
2008;Piscina Comunale;2025-08-09;670,0;OK
2009;Piscina Comunale;2025-08-09;23,8;OK
2010;Centro Sportivo Città di Lodi;2025-08-09;111,5;OK
2001;Scuola Primaria Dante Alighieri;2025-08-10;71,5;OK
2002;Scuola Primaria Dante Alighieri;2025-08-10;10,8;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-10;111,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-10;13,4;OK
2005;Biblioteca Civica;2025-08-10;44,8;OK
2006;Asilo Nido Girotondo;2025-08-10;32,5;OK
2007;Asilo Nido Girotondo;2025-08-10;0,0;OK
2008;Piscina Comunale;2025-08-10;550,0;OK
2009;Piscina Comunale;2025-08-10;27,9;OK
2010;Centro Sportivo Città di Lodi;2025-08-10;105,9;OK
2001;Scuola Primaria Dante Alighieri;2025-08-11;119,9;OK
2002;Scuola Primaria Dante Alighieri;2025-08-11;8,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-11;223,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-11;0,0;OK
2005;Biblioteca Civica;2025-08-11;100,9;OK
2006;Asilo Nido Girotondo;2025-08-11;60,2;OK
2007;Asilo Nido Girotondo;2025-08-11;8,2;OK
2008;Piscina Comunale;2025-08-11;1.120,9;OK
2009;Piscina Comunale;2025-08-11;94,4;OK
2010;Centro Sportivo Città di Lodi;2025-08-11;172,2;OK
2001;Scuola Primaria Dante Alighieri;2025-08-12;133,3;OK
2002;Scuola Primaria Dante Alighieri;2025-08-12;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-12;221,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-12;24,9;OK
2005;Biblioteca Civica;2025-08-12;81,0;OK
2006;Asilo Nido Girotondo;2025-08-12;64,7;OK
2007;Asilo Nido Girotondo;2025-08-12;0,4;OK
2008;Piscina Comunale;2025-08-12;1.062,2;OK
2009;Piscina Comunale;2025-08-12;38,7;OK
2010;Centro Sportivo Città di Lodi;2025-08-12;190,7;OK
2001;Scuola Primaria Dante Alighieri;2025-08-13;128,7;OK
2002;Scuola Primaria Dante Alighieri;2025-08-13;17,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-13;224,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-13;22,0;OK
2005;Biblioteca Civica;2025-08-13;101,5;OK
2006;Asilo Nido Girotondo;2025-08-13;60,7;OK
2007;Asilo Nido Girotondo;2025-08-13;0,0;OK
2008;Piscina Comunale;2025-08-13;1.091,9;OK
2009;Piscina Comunale;2025-08-13;88,7;ERR
2010;Centro Sportivo Città di Lodi;2025-08-13;183,1;STIMA
2001;Scuola Primaria Dante Alighieri;2025-08-14;139,3;OK
2002;Scuola Primaria Dante Alighieri;2025-08-14;1,6;STIMA
2003;Palazzo Comunale – Piazza Libertà;2025-08-14;215,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-14;0,0;OK
2005;Biblioteca Civica;2025-08-14;79,4;OK
2006;Asilo Nido Girotondo;2025-08-14;62,7;STIMA
2007;Asilo Nido Girotondo;2025-08-14;0,0;OK
2008;Piscina Comunale;2025-08-14;1.142,9;OK
2009;Piscina Comunale;2025-08-14;23,9;OK
2010;Centro Sportivo Città di Lodi;2025-08-14;205,1;OK
2001;Scuola Primaria Dante Alighieri;2025-08-15;140,1;OK
2002;Scuola Primaria Dante Alighieri;2025-08-15;12,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-15;235,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-15;0,0;OK
2005;Biblioteca Civica;2025-08-15;91,5;OK
2006;Asilo Nido Girotondo;2025-08-15;68,4;OK
2007;Asilo Nido Girotondo;2025-08-15;0,0;OK
2008;Piscina Comunale;2025-08-15;1.180,4;OK
2009;Piscina Comunale;2025-08-15;47,5;OK
2010;Centro Sportivo Città di Lodi;2025-08-15;171,1;OK
2001;Scuola Primaria Dante Alighieri;2025-08-16;59,8;OK
2002;Scuola Primaria Dante Alighieri;2025-08-16;0,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-16;126,7;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-16;17,8;OK
2005;Biblioteca Civica;2025-08-16;38,5;OK
2006;Asilo Nido Girotondo;2025-08-16;42,0;OK
2007;Asilo Nido Girotondo;2025-08-16;12,1;OK
2008;Piscina Comunale;2025-08-16;610,1;OK
2009;Piscina Comunale;2025-08-16;21,5;OK
2010;Centro Sportivo Città di Lodi;2025-08-16;87,0;OK
2001;Scuola Primaria Dante Alighieri;2025-08-17;65,7;OK
2002;Scuola Primaria Dante Alighieri;2025-08-17;11,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-17;107,8;STIMA
2004;Palazzo Comunale – Piazza Libertà;2025-08-17;21,0;OK
2005;Biblioteca Civica;2025-08-17;40,8;OK
2006;Asilo Nido Girotondo;2025-08-17;33,4;OK
2007;Asilo Nido Girotondo;2025-08-17;12,6;OK
2008;Piscina Comunale;2025-08-17;587,3;OK
2009;Piscina Comunale;2025-08-17;67,7;OK
2010;Centro Sportivo Città di Lodi;2025-08-17;114,7;OK
2001;Scuola Primaria Dante Alighieri;2025-08-18;128,5;OK
2002;Scuola Primaria Dante Alighieri;2025-08-18;9,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-08-18;214,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-08-18;14,1;OK
2005;Biblioteca Civica;2025-08-18;94,2;OK
2006;Asilo Nido Girotondo;2025-08-18;67,3;OK
2007;Asilo Nido Girotondo;2025-08-18;4,8;OK
